Rep,Compound,Area,Background,Mass.Error.PPM,SN,SNFlag,ppmFlag,areaminFlag
210329_Blk_Blank1_A,Sinapic Acid,53532,0,9,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_B,Sinapic Acid,37557,0,8,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_C,Sinapic Acid,54727,0,10.4,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_A,Sinapic Acid,32326,0,10,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_B,Sinapic Acid,17923,0,8.2,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_C,Sinapic Acid,2878,0,-0.8,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_A,Sinapic Acid,3037,0,0,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_B,Sinapic Acid,2326,0,-3.5,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_C,Sinapic Acid,25200,0,-8.4,Inf,NA,ppmFlag,NA
210329_Blk_PPL_Blank_A,Sinapic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Sinapic Acid,3894,0,-0.3,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,Sinapic Acid,3445,0,-0.5,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,Sinapic Acid,9614,0,-2,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,Sinapic Acid,15085,0,-1.4,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,Sinapic Acid,19302,0,-1.5,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,Sinapic Acid,2710,0,-0.8,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half2,Sinapic Acid,10680,0,-1.4,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,Sinapic Acid,2737,0,-0.7,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_A,Sinapic Acid,38035,0,9.2,Inf,NA,ppmFlag,NA
210329_Smp_Aloha_B,Sinapic Acid,37450,0,9.6,Inf,NA,ppmFlag,NA
210329_Smp_Aloha_C,Sinapic Acid,28185,0,8.1,Inf,NA,ppmFlag,NA
210329_Smp_Mort_Test_A,Sinapic Acid,373826,0,-2,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,Sinapic Acid,600779,0,-2.3,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,Sinapic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,Sinapic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Sinapic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,Sinapic Acid,55331,0,-1.3,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,Sinapic Acid,70192,0,-1.8,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,Sinapic Acid,89041,0,-1.5,Inf,NA,NA,NA
210329_Smp_PS_A,Sinapic Acid,23316,0,7.5,Inf,NA,ppmFlag,NA
210329_Smp_PS_B,Sinapic Acid,10160,0,-1,Inf,NA,NA,NA
210329_Smp_PS_C,Sinapic Acid,2768,0,-0.1,Inf,NA,NA,areaminFlag
210329_Std_250nMStdsInH2O_1,Squalene,184968,0,-0.4,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Squalene,39160,0,0.1,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Squalene,274975,0,-0.5,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Squalene,191146,0,-0.3,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Std_H2OInMatrix_2,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_A,Squalene,1573,0,-8,Inf,NA,ppmFlag,areaminFlag
210329_Blk_Blank1_B,Squalene,1890,0,-0.8,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_C,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_B,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_C,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full2,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half1,Squalene,2009,0,-4.1,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half2,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,Squalene,1586,0,-9.4,Inf,NA,ppmFlag,areaminFlag
210329_Smp_Mort_Test_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,Squalene,1966,0,-4.3,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_C,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_B,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,Squalene,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Sulfurol,145997648,950774,-3.7,153.55662649588652,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Sulfurol,162348432,1284403,-3.2,126.39991653709934,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Sulfurol,126432504,1085771,-3.6,116.44490781205245,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Sulfurol,139505120,2007833,-3.4,69.48043985729889,NA,NA,NA
210329_Std_H2OInMatrix_1,Sulfurol,857195,0,-3.3,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,Sulfurol,744015,0,-3.8,Inf,NA,NA,NA
210329_Blk_Blank1_A,Sulfurol,8190,0,-2.4,Inf,NA,NA,NA
210329_Blk_Blank1_B,Sulfurol,3460,0,-1.4,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_C,Sulfurol,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank2_A,Sulfurol,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank2_B,Sulfurol,4329,0,2.5,Inf,NA,NA,areaminFlag
210329_Blk_Blank2_C,Sulfurol,4214,0,-1.9,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_A,Sulfurol,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank3_B,Sulfurol,3188,0,-1.5,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_C,Sulfurol,16310,0,-1.3,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,Sulfurol,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_B,Sulfurol,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,Sulfurol,0,0,NA,NA,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,Sulfurol,1000187,0,-3.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,Sulfurol,1156745,0,-3.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,Sulfurol,940784,0,-3.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,Sulfurol,557497,0,-3.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,Sulfurol,631464,0,-3.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,Sulfurol,521718,0,-3.1,Inf,NA,NA,NA
210329_Smp_Aloha_A,Sulfurol,26158,0,-3.4,Inf,NA,NA,NA
210329_Smp_Aloha_B,Sulfurol,19207,0,-3.3,Inf,NA,NA,NA
210329_Smp_Aloha_C,Sulfurol,12520,0,-2.3,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,Sulfurol,76889,0,-4.1,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,Sulfurol,137690,0,-2.9,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,Sulfurol,146931,0,-4.2,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_B,Sulfurol,163208,0,-3.3,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_C,Sulfurol,160478,0,-3,Inf,NA,NA,NA
210329_Smp_PPL_PS_A,Sulfurol,371939,0,-3,Inf,NA,NA,NA
210329_Smp_PPL_PS_B,Sulfurol,316149,0,-2.7,Inf,NA,NA,NA
210329_Smp_PPL_PS_C,Sulfurol,380401,0,-2.6,Inf,NA,NA,NA
210329_Smp_PS_A,Sulfurol,41578,0,-2.4,Inf,NA,NA,NA
210329_Smp_PS_B,Sulfurol,73433,0,-2.9,Inf,NA,NA,NA
210329_Smp_PS_C,Sulfurol,44258,0,-2.4,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Syringaldehyde,8473774,198446,-2.3,42.70065408221884,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Syringaldehyde,16735277,327634,-2.1,51.07918286868884,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Syringaldehyde,9539523,318016,-2.7,29.996990717448178,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Syringaldehyde,17026510,311226,-2.3,54.70786502413038,NA,NA,NA
210329_Std_H2OInMatrix_1,Syringaldehyde,44983,0,-2.3,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,Syringaldehyde,87333,0,-2.5,Inf,NA,NA,NA
210329_Blk_Blank1_A,Syringaldehyde,191500,28447,-2,6.731817063310718,NA,NA,NA
210329_Blk_Blank1_B,Syringaldehyde,230450,0,-2.2,Inf,NA,NA,NA
210329_Blk_Blank1_C,Syringaldehyde,138328,0,-2.3,Inf,NA,NA,NA
210329_Blk_Blank2_A,Syringaldehyde,140026,52067,-1.9,2.689342577832408,NA,NA,NA
210329_Blk_Blank2_B,Syringaldehyde,93094,27018,-2,3.4456288400325707,NA,NA,NA
210329_Blk_Blank2_C,Syringaldehyde,102402,78533,-1.5,1.3039359250251488,NA,NA,NA
210329_Blk_Blank3_A,Syringaldehyde,120411,33032,-1.9,3.6452833615887625,NA,NA,NA
210329_Blk_Blank3_B,Syringaldehyde,110729,11112,-2,9.964812814974803,NA,NA,NA
210329_Blk_Blank3_C,Syringaldehyde,100943,5447,-2.1,18.53185239581421,NA,NA,NA
210329_Blk_PPL_Blank_A,Syringaldehyde,31224,0,-0.9,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,Syringaldehyde,71991,0,-1.1,Inf,NA,NA,NA
210329_Blk_PPL_Blank_C,Syringaldehyde,44355,0,-1.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,Syringaldehyde,136505,0,-2.5,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,Syringaldehyde,137670,0,-1,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,Syringaldehyde,213748,0,-1.9,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,Syringaldehyde,100118,459,-2,218.12200435729847,NA,NA,NA
210329_Poo_TruePoo_Half2,Syringaldehyde,113661,4432,-2.2,25.64553249097473,NA,NA,NA
210329_Poo_TruePoo_Half3,Syringaldehyde,87986,41758,-1.7,2.10704535657838,NA,NA,NA
210329_Smp_Aloha_A,Syringaldehyde,171685,14636,-2.9,11.730322492484285,NA,NA,NA
210329_Smp_Aloha_B,Syringaldehyde,176476,44539,-2.2,3.9622802487707403,NA,NA,NA
210329_Smp_Aloha_C,Syringaldehyde,209591,23573,-2,8.891146650829338,NA,NA,NA
210329_Smp_Mort_Test_A,Syringaldehyde,92800,0,-2.5,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,Syringaldehyde,84464,0,-2.4,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,Syringaldehyde,74271,0,-2.1,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_B,Syringaldehyde,124325,0,-2.1,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_C,Syringaldehyde,139536,0,-1.8,Inf,NA,NA,NA
210329_Smp_PPL_PS_A,Syringaldehyde,103899,54929,-2,1.8915145005370568,NA,NA,NA
210329_Smp_PPL_PS_B,Syringaldehyde,103447,37677,-1.5,2.745627305783369,NA,NA,NA
210329_Smp_PPL_PS_C,Syringaldehyde,229111,20602,-2,11.120813513251141,NA,NA,NA
210329_Smp_PS_A,Syringaldehyde,252083,46967,-1.3,5.367236570357911,NA,NA,NA
210329_Smp_PS_B,Syringaldehyde,141786,41592,-1.7,3.408972879399885,NA,NA,NA
210329_Smp_PS_C,Syringaldehyde,83703,37284,-1.8,2.2450112648857417,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Syringic Acid,502204,0,-2.2,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Syringic Acid,975369,0,-1.5,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Syringic Acid,590298,0,-2.1,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Syringic Acid,1080067,0,-1.5,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,Syringic Acid,35197,0,-7.6,Inf,NA,ppmFlag,NA
210329_Std_H2OInMatrix_2,Syringic Acid,8466,0,-8.3,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_A,Syringic Acid,56682,0,-7.2,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_B,Syringic Acid,73103,0,-7.1,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_C,Syringic Acid,74637,0,-8.1,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_A,Syringic Acid,6089,0,-1.5,Inf,NA,NA,NA
210329_Blk_Blank2_B,Syringic Acid,34652,0,6.1,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_C,Syringic Acid,44414,0,6.5,Inf,NA,ppmFlag,NA
210329_Blk_Blank3_A,Syringic Acid,34368,0,-8.1,Inf,NA,ppmFlag,NA
210329_Blk_Blank3_B,Syringic Acid,2399,0,1.7,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_C,Syringic Acid,15410,0,-9,Inf,NA,ppmFlag,NA
210329_Blk_PPL_Blank_A,Syringic Acid,12013,0,-2.5,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,Syringic Acid,3101,0,-0.5,Inf,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,Syringic Acid,2162,0,0.6,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,Syringic Acid,10651,0,-9.1,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Full2,Syringic Acid,12879,0,-10.7,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Full3,Syringic Acid,30458,0,-9.5,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Half1,Syringic Acid,3436,0,-3.8,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half2,Syringic Acid,1976,0,5.6,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half3,Syringic Acid,2077,0,-6.9,Inf,NA,ppmFlag,areaminFlag
210329_Smp_Aloha_A,Syringic Acid,8226,0,-8.4,Inf,NA,ppmFlag,NA
210329_Smp_Aloha_B,Syringic Acid,8399,0,2.8,Inf,NA,NA,NA
210329_Smp_Aloha_C,Syringic Acid,41679,0,5.9,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,Syringic Acid,104659,0,-11.5,Inf,NA,ppmFlag,NA
210329_Smp_Mort_Test_B,Syringic Acid,2874,0,-8.4,Inf,NA,ppmFlag,areaminFlag
210329_Smp_PPL_Aloha_A,Syringic Acid,5037,0,0.7,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_B,Syringic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Syringic Acid,4496,0,0.4,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_A,Syringic Acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,Syringic Acid,4658,0,-0.6,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_C,Syringic Acid,5470,0,-1.8,Inf,NA,NA,NA
210329_Smp_PS_A,Syringic Acid,8318,0,-4.6,Inf,NA,NA,NA
210329_Smp_PS_B,Syringic Acid,4209,0,-8.8,Inf,NA,ppmFlag,areaminFlag
210329_Smp_PS_C,Syringic Acid,3449,0,7.3,Inf,NA,ppmFlag,areaminFlag
210329_Std_250nMStdsInH2O_1,Thiamine monophosphate,8945700,124725,-1.6,71.72339146121467,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Thiamine monophosphate,10070405,0,-1,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Thiamine monophosphate,4057220,48497,-1.5,83.65919541414932,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Thiamine monophosphate,4235924,0,-1.6,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,Thiamine monophosphate,1922571,0,-1.3,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,Thiamine monophosphate,1316865,0,-1.8,Inf,NA,NA,NA
210329_Blk_Blank1_A,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank1_B,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank1_C,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank2_A,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank2_B,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank2_C,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank3_A,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank3_B,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_Blank3_C,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_A,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_B,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,Thiamine monophosphate,0,0,NA,NA,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,Thiamine monophosphate,2019872,0,-1.4,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,Thiamine monophosphate,2065956,0,-1.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,Thiamine monophosphate,1658522,0,-1.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,Thiamine monophosphate,1017884,0,-1.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,Thiamine monophosphate,960439,0,-1.5,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,Thiamine monophosphate,843623,0,-1.2,Inf,NA,NA,NA
210329_Smp_Aloha_A,Thiamine monophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,Thiamine monophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,Thiamine monophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,Thiamine monophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,Thiamine monophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,Thiamine monophosphate,114285,0,6.5,Inf,NA,ppmFlag,NA
210329_Smp_PPL_Aloha_B,Thiamine monophosphate,146493,0,6.7,Inf,NA,ppmFlag,NA
210329_Smp_PPL_Aloha_C,Thiamine monophosphate,146866,0,7.5,Inf,NA,ppmFlag,NA
210329_Smp_PPL_PS_A,Thiamine monophosphate,122201,0,7.8,Inf,NA,ppmFlag,NA
210329_Smp_PPL_PS_B,Thiamine monophosphate,188457,0,8.3,Inf,NA,ppmFlag,NA
210329_Smp_PPL_PS_C,Thiamine monophosphate,150755,0,8.1,Inf,NA,ppmFlag,NA
210329_Smp_PS_A,Thiamine monophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_B,Thiamine monophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,Thiamine monophosphate,2490,0,-8.5,Inf,NA,ppmFlag,areaminFlag
210329_Std_250nMStdsInH2O_1,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_2,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,thiamine pyrophosphate,15943,0,7.5,Inf,NA,ppmFlag,NA
210329_Std_250nMStdsInMatrix_2,thiamine pyrophosphate,15931,0,-1,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Std_H2OInMatrix_2,thiamine pyrophosphate,2869,0,-0.7,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_A,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_B,thiamine pyrophosphate,4139,0,0.2,Inf,NA,NA,areaminFlag
210329_Blk_Blank1_C,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,thiamine pyrophosphate,3528,0,1.9,Inf,NA,NA,areaminFlag
210329_Blk_Blank2_C,thiamine pyrophosphate,3064,0,3.9,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_A,thiamine pyrophosphate,14212,0,-1.7,Inf,NA,NA,NA
210329_Blk_Blank3_B,thiamine pyrophosphate,54552,0,-5.5,Inf,NA,NA,NA
210329_Blk_Blank3_C,thiamine pyrophosphate,47900,0,1.6,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,thiamine pyrophosphate,6352,0,1.1,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,thiamine pyrophosphate,4069,0,0,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half1,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half2,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_A,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,thiamine pyrophosphate,2849,0,-4.1,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_C,thiamine pyrophosphate,2831,0,-0.9,Inf,NA,NA,areaminFlag
210329_Smp_Mort_Test_A,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,thiamine pyrophosphate,4436,0,6,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_B,thiamine pyrophosphate,5387,0,11.3,Inf,NA,ppmFlag,NA
210329_Smp_PPL_Aloha_C,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,thiamine pyrophosphate,4381,0,11.1,Inf,NA,ppmFlag,areaminFlag
210329_Smp_PPL_PS_B,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,thiamine pyrophosphate,3998,0,7,Inf,NA,ppmFlag,areaminFlag
210329_Smp_PS_A,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_B,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,thiamine pyrophosphate,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Tocopherol (Vit E),423230,0,-11.8,Inf,NA,ppmFlag,NA
210329_Std_250nMStdsInH2O_2,Tocopherol (Vit E),168953,0,-10.6,Inf,NA,ppmFlag,NA
210329_Std_250nMStdsInMatrix_1,Tocopherol (Vit E),513591,0,-11.4,Inf,NA,ppmFlag,NA
210329_Std_250nMStdsInMatrix_2,Tocopherol (Vit E),343084,38853,-11.3,8.830309113839343,NA,ppmFlag,NA
210329_Std_H2OInMatrix_1,Tocopherol (Vit E),21755,0,-7.8,Inf,NA,ppmFlag,NA
210329_Std_H2OInMatrix_2,Tocopherol (Vit E),16206,6660,-8.5,2.433333333333333,NA,ppmFlag,NA
210329_Blk_Blank1_A,Tocopherol (Vit E),45780,2987,-8.3,15.326414462671577,NA,ppmFlag,NA
210329_Blk_Blank1_B,Tocopherol (Vit E),60929,0,-7.9,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_C,Tocopherol (Vit E),24042,4555,-7.9,5.278155872667399,NA,ppmFlag,NA
210329_Blk_Blank2_A,Tocopherol (Vit E),42263,0,-8,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_B,Tocopherol (Vit E),22053,2503,-9.5,8.810627247303236,NA,ppmFlag,NA
210329_Blk_Blank2_C,Tocopherol (Vit E),41007,6130,-8.1,6.689559543230017,NA,ppmFlag,NA
210329_Blk_Blank3_A,Tocopherol (Vit E),52672,12519,-8.9,4.207364805495646,NA,ppmFlag,NA
210329_Blk_Blank3_B,Tocopherol (Vit E),37817,0,-8.8,Inf,NA,ppmFlag,NA
210329_Blk_Blank3_C,Tocopherol (Vit E),55358,0,-9.2,Inf,NA,ppmFlag,NA
210329_Blk_PPL_Blank_A,Tocopherol (Vit E),24968,0,-6.8,Inf,NA,ppmFlag,NA
210329_Blk_PPL_Blank_B,Tocopherol (Vit E),42909,0,-7.2,Inf,NA,ppmFlag,NA
210329_Blk_PPL_Blank_C,Tocopherol (Vit E),24425,0,-7.7,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Full1,Tocopherol (Vit E),23875,2791,-8.8,8.554281619491222,NA,ppmFlag,NA
210329_Poo_TruePoo_Full2,Tocopherol (Vit E),45235,26508,-10.2,1.7064659725365927,NA,ppmFlag,NA
210329_Poo_TruePoo_Full3,Tocopherol (Vit E),42726,0,-9.3,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Half1,Tocopherol (Vit E),21199,6346,-8,3.3405294673810273,NA,ppmFlag,NA
