Rep,Compound,Area,Background,Mass.Error.PPM,SN,SNFlag,ppmFlag,areaminFlag
210329_Poo_TruePoo_Full2,Indole 3 methyl acetate,239196,0,-2.4,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,Indole 3 methyl acetate,182226,0,-2.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,Indole 3 methyl acetate,76181,0,-2.6,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,Indole 3 methyl acetate,99642,0,-2.7,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,Indole 3 methyl acetate,83308,0,-2.5,Inf,NA,NA,NA
210329_Smp_Aloha_A,Indole 3 methyl acetate,60861,0,-2.5,Inf,NA,NA,NA
210329_Smp_Aloha_B,Indole 3 methyl acetate,52252,0,-2,Inf,NA,NA,NA
210329_Smp_Aloha_C,Indole 3 methyl acetate,8584,0,-1.1,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,Indole 3 methyl acetate,9743,0,-2.4,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,Indole 3 methyl acetate,19448,0,-2.6,Inf,NA,NA,NA
210329_Smp_PPL_Aloha_A,Indole 3 methyl acetate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,Indole 3 methyl acetate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Indole 3 methyl acetate,11619,0,-0.4,Inf,NA,NA,NA
210329_Smp_PPL_PS_A,Indole 3 methyl acetate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,Indole 3 methyl acetate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,Indole 3 methyl acetate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,Indole 3 methyl acetate,37184,0,-1.3,Inf,NA,NA,NA
210329_Smp_PS_B,Indole 3 methyl acetate,26360,0,-2,Inf,NA,NA,NA
210329_Smp_PS_C,Indole 3 methyl acetate,47227,0,-1.7,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Indoleacrylic acid,12400298,107534,-2.6,115.315137537895,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Indoleacrylic acid,20219540,179722,-2.2,112.50453478149586,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Indoleacrylic acid,13419763,99603,-2.5,134.73251809684447,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Indoleacrylic acid,19866894,105855,-2.3,187.68026073402297,NA,NA,NA
210329_Std_H2OInMatrix_1,Indoleacrylic acid,127150,0,-2.7,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,Indoleacrylic acid,100393,0,-3.1,Inf,NA,NA,NA
210329_Blk_Blank1_A,Indoleacrylic acid,1826871,0,-3.2,Inf,NA,NA,NA
210329_Blk_Blank1_B,Indoleacrylic acid,1098245,0,-3.1,Inf,NA,NA,NA
210329_Blk_Blank1_C,Indoleacrylic acid,893541,0,-2.9,Inf,NA,NA,NA
210329_Blk_Blank2_A,Indoleacrylic acid,401934,0,-2.9,Inf,NA,NA,NA
210329_Blk_Blank2_B,Indoleacrylic acid,238377,0,-2.8,Inf,NA,NA,NA
210329_Blk_Blank2_C,Indoleacrylic acid,693744,0,-2.1,Inf,NA,NA,NA
210329_Blk_Blank3_A,Indoleacrylic acid,56232,0,-1.4,Inf,NA,NA,NA
210329_Blk_Blank3_B,Indoleacrylic acid,106759,0,-2.8,Inf,NA,NA,NA
210329_Blk_Blank3_C,Indoleacrylic acid,278555,0,-3,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,Indoleacrylic acid,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_B,Indoleacrylic acid,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,Indoleacrylic acid,0,0,NA,NA,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,Indoleacrylic acid,164345,0,-3.1,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,Indoleacrylic acid,187933,0,-3.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Full3,Indoleacrylic acid,159962,0,-2.9,Inf,NA,NA,NA
210329_Poo_TruePoo_Half1,Indoleacrylic acid,69955,0,-2.9,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,Indoleacrylic acid,80523,0,-3.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,Indoleacrylic acid,63387,0,-2.1,Inf,NA,NA,NA
210329_Smp_Aloha_A,Indoleacrylic acid,678642,0,-3,Inf,NA,NA,NA
210329_Smp_Aloha_B,Indoleacrylic acid,619577,0,-2.8,Inf,NA,NA,NA
210329_Smp_Aloha_C,Indoleacrylic acid,1318916,0,-2.9,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,Indoleacrylic acid,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,Indoleacrylic acid,260261,0,-2,Inf,NA,NA,NA
210329_Smp_PS_B,Indoleacrylic acid,508285,0,-2.2,Inf,NA,NA,NA
210329_Smp_PS_C,Indoleacrylic acid,217229,0,-2.2,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Isobutyryl-L-carnitine,332251808,3474154,-2.8,95.63531380589346,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Isobutyryl-L-carnitine,360989600,3598817,-2,100.30785116331283,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Isobutyryl-L-carnitine,541546368,4076561,-2.6,132.84392604452626,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Isobutyryl-L-carnitine,556386880,3953853,-2.6,140.72017346117823,NA,NA,NA
210329_Std_H2OInMatrix_1,Isobutyryl-L-carnitine,215017376,1544891,-2.3,139.17964179997165,NA,NA,NA
210329_Std_H2OInMatrix_2,Isobutyryl-L-carnitine,186803296,1432886,-2.8,130.36856805077306,NA,NA,NA
210329_Blk_Blank1_A,Isobutyryl-L-carnitine,87685,155431,-2.6,0.5641410014733226,SNFlag,NA,NA
210329_Blk_Blank1_B,Isobutyryl-L-carnitine,117179,504257,-2.4,0.23237952076024726,SNFlag,NA,NA
210329_Blk_Blank1_C,Isobutyryl-L-carnitine,58156,291118,-2.6,0.19976779175454626,SNFlag,NA,NA
210329_Blk_Blank2_A,Isobutyryl-L-carnitine,139242,104110,-2.4,1.337450773220632,NA,NA,NA
210329_Blk_Blank2_B,Isobutyryl-L-carnitine,80655,110004,-2,0.7332006108868768,SNFlag,NA,NA
210329_Blk_Blank2_C,Isobutyryl-L-carnitine,5190,77396,-2.9,0.06705772908160629,SNFlag,NA,NA
210329_Blk_Blank3_A,Isobutyryl-L-carnitine,17666,50540,-2.1,0.3495449149188761,SNFlag,NA,NA
210329_Blk_Blank3_B,Isobutyryl-L-carnitine,82807,180448,-2.5,0.4588967458769285,SNFlag,NA,NA
210329_Blk_Blank3_C,Isobutyryl-L-carnitine,30928,23816,-2.1,1.2986227746053074,NA,NA,NA
210329_Blk_PPL_Blank_A,Isobutyryl-L-carnitine,14309,0,-0.7,Inf,NA,NA,NA
210329_Blk_PPL_Blank_B,Isobutyryl-L-carnitine,47251,330874,-1.4,0.1428066272961913,SNFlag,NA,NA
210329_Blk_PPL_Blank_C,Isobutyryl-L-carnitine,33591,59475,-1.3,0.5647919293820933,SNFlag,NA,NA
210329_Poo_TruePoo_Full1,Isobutyryl-L-carnitine,262881296,1552324,-2.2,169.34692499761647,NA,NA,NA
210329_Poo_TruePoo_Full2,Isobutyryl-L-carnitine,290417056,2122774,-2.3,136.81016255145389,NA,NA,NA
210329_Poo_TruePoo_Full3,Isobutyryl-L-carnitine,236483072,2378795,-2.3,99.41296833060436,NA,NA,NA
210329_Poo_TruePoo_Half1,Isobutyryl-L-carnitine,135309296,1992589,-1.8,67.9062747009042,NA,NA,NA
210329_Poo_TruePoo_Half2,Isobutyryl-L-carnitine,150380688,1040247,-2.4,144.56248179518903,NA,NA,NA
210329_Poo_TruePoo_Half3,Isobutyryl-L-carnitine,124530192,1275816,-2.1,97.60826953102955,NA,NA,NA
210329_Smp_Aloha_A,Isobutyryl-L-carnitine,193100,193213,-2.8,0.9994151532246796,SNFlag,NA,NA
210329_Smp_Aloha_B,Isobutyryl-L-carnitine,59798,76382,-2.5,0.7828807834306512,SNFlag,NA,NA
210329_Smp_Aloha_C,Isobutyryl-L-carnitine,23665,171446,-2.7,0.13803180010032312,SNFlag,NA,NA
210329_Smp_Mort_Test_A,Isobutyryl-L-carnitine,1314479,286362,-3.4,4.5902703571004535,NA,NA,NA
210329_Smp_Mort_Test_B,Isobutyryl-L-carnitine,74214,93304,-2.4,0.7953999828517534,SNFlag,NA,NA
210329_Smp_PPL_Aloha_A,Isobutyryl-L-carnitine,175966,223128,-2.9,0.7886325337922627,SNFlag,NA,NA
210329_Smp_PPL_Aloha_B,Isobutyryl-L-carnitine,855208,86066,-2.3,9.93665326609811,NA,NA,NA
210329_Smp_PPL_Aloha_C,Isobutyryl-L-carnitine,276156,278204,-2.4,0.9926384954925163,SNFlag,NA,NA
210329_Smp_PPL_PS_A,Isobutyryl-L-carnitine,385849,308645,-1.9,1.2501385086426153,NA,NA,NA
210329_Smp_PPL_PS_B,Isobutyryl-L-carnitine,294927,229452,-1.6,1.2853537994874744,NA,NA,NA
210329_Smp_PPL_PS_C,Isobutyryl-L-carnitine,29612,149574,-1.3,0.19797558399187024,SNFlag,NA,NA
210329_Smp_PS_A,Isobutyryl-L-carnitine,639551,583700,-2.1,1.095684426931643,NA,NA,NA
210329_Smp_PS_B,Isobutyryl-L-carnitine,32001,103374,-2.3,0.30956526786232513,SNFlag,NA,NA
210329_Smp_PS_C,Isobutyryl-L-carnitine,12546,127686,-2.6,0.09825666087119966,SNFlag,NA,NA
210329_Std_250nMStdsInH2O_1,Kinetin,28380546,0,-3,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Kinetin,35861104,0,-2.7,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Kinetin,23998186,0,-2.5,Inf,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Kinetin,31626250,0,-2.7,Inf,NA,NA,NA
210329_Std_H2OInMatrix_1,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Std_H2OInMatrix_2,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_A,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,Kinetin,10520,0,-1,Inf,NA,NA,NA
210329_Poo_TruePoo_Full2,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,Kinetin,3931,0,0.8,Inf,NA,NA,areaminFlag
210329_Poo_TruePoo_Half1,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half2,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_A,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,Kinetin,3637,0,0.2,Inf,NA,NA,areaminFlag
210329_Smp_PPL_Aloha_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,Kinetin,3826,0,1.6,Inf,NA,NA,areaminFlag
210329_Smp_PS_B,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,Kinetin,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Kynurenine,17051658,0,-2.2,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Kynurenine,24059452,206584,-1.4,116.46328854122294,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Kynurenine,15954933,196121,-1.9,81.3524966729723,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Kynurenine,23192480,332300,-1.9,69.79380078242552,NA,NA,NA
210329_Std_H2OInMatrix_1,Kynurenine,136427,10767,-2,12.670846103835794,NA,NA,NA
210329_Std_H2OInMatrix_2,Kynurenine,180282,0,-3.1,Inf,NA,NA,NA
210329_Blk_Blank1_A,Kynurenine,145885,12831,-2.4,11.369729561218923,NA,NA,NA
210329_Blk_Blank1_B,Kynurenine,168380,0,-2.6,Inf,NA,NA,NA
210329_Blk_Blank1_C,Kynurenine,129853,0,-2.2,Inf,NA,NA,NA
210329_Blk_Blank2_A,Kynurenine,48871,0,-2.5,Inf,NA,NA,NA
210329_Blk_Blank2_B,Kynurenine,106252,0,-1.7,Inf,NA,NA,NA
210329_Blk_Blank2_C,Kynurenine,71594,708,-3,101.12146892655367,NA,NA,NA
210329_Blk_Blank3_A,Kynurenine,13112,0,-1.1,Inf,NA,NA,NA
210329_Blk_Blank3_B,Kynurenine,27070,0,-2.3,Inf,NA,NA,NA
210329_Blk_Blank3_C,Kynurenine,117510,19170,-2.7,6.129890453834116,NA,NA,NA
210329_Blk_PPL_Blank_A,Kynurenine,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_B,Kynurenine,0,0,NA,NA,NA,NA,areaminFlag
210329_Blk_PPL_Blank_C,Kynurenine,0,0,NA,NA,NA,NA,areaminFlag
210329_Poo_TruePoo_Full1,Kynurenine,190977,48452,-2.5,3.941571039379179,NA,NA,NA
210329_Poo_TruePoo_Full2,Kynurenine,284203,36861,-2.7,7.710127234746751,NA,NA,NA
210329_Poo_TruePoo_Full3,Kynurenine,198607,24334,-2.5,8.161707898413741,NA,NA,NA
210329_Poo_TruePoo_Half1,Kynurenine,85885,0,-2.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,Kynurenine,114102,0,-2.4,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,Kynurenine,108549,0,-2,Inf,NA,NA,NA
210329_Smp_Aloha_A,Kynurenine,51145,52874,-2.7,0.9672996179596777,SNFlag,NA,NA
210329_Smp_Aloha_B,Kynurenine,112417,2075,-2.5,54.17686746987952,NA,NA,NA
210329_Smp_Aloha_C,Kynurenine,37439,122435,-2.4,0.30578674398660516,SNFlag,NA,NA
210329_Smp_Mort_Test_A,Kynurenine,57549,82406,-3.2,0.6983593427663034,SNFlag,NA,NA
210329_Smp_Mort_Test_B,Kynurenine,74157,85620,-2.8,0.8661177295024527,SNFlag,NA,NA
210329_Smp_PPL_Aloha_A,Kynurenine,287686,37880,-3,7.59466737064414,NA,NA,NA
210329_Smp_PPL_Aloha_B,Kynurenine,90880,156590,-2.5,0.5803691168018392,SNFlag,NA,NA
210329_Smp_PPL_Aloha_C,Kynurenine,32632,71525,-2.7,0.456232086682978,SNFlag,NA,NA
210329_Smp_PPL_PS_A,Kynurenine,223313,235533,-2.3,0.9481176735319466,SNFlag,NA,NA
210329_Smp_PPL_PS_B,Kynurenine,289018,315096,-1.6,0.9172379211414934,SNFlag,NA,NA
210329_Smp_PPL_PS_C,Kynurenine,696705,404616,-1.6,1.7218918678450679,NA,NA,NA
210329_Smp_PS_A,Kynurenine,43266,143020,-2.2,0.3025171304712628,SNFlag,NA,NA
210329_Smp_PS_B,Kynurenine,193847,185515,-2.3,1.0449128102848826,NA,NA,NA
210329_Smp_PS_C,Kynurenine,142664,176153,-2.7,0.8098868597185401,SNFlag,NA,NA
210329_Std_250nMStdsInH2O_1,Melatonin,155626176,1355729,-2.3,114.79150774232903,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Melatonin,133803616,924887,-2,144.67023106606536,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Melatonin,156622080,1350290,-2.5,115.99143887609328,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Melatonin,129584672,1309814,-1.8,98.9336440135775,NA,NA,NA
210329_Std_H2OInMatrix_1,Melatonin,73467,0,11.3,Inf,NA,ppmFlag,NA
210329_Std_H2OInMatrix_2,Melatonin,11961,0,10.7,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_A,Melatonin,162564,0,11.5,Inf,NA,ppmFlag,NA
210329_Blk_Blank1_B,Melatonin,172267,0,-1.1,Inf,NA,NA,NA
210329_Blk_Blank1_C,Melatonin,563983,0,11.4,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_A,Melatonin,105100,0,-1.4,Inf,NA,NA,NA
210329_Blk_Blank2_B,Melatonin,79316,0,9.5,Inf,NA,ppmFlag,NA
210329_Blk_Blank2_C,Melatonin,115437,0,12.3,Inf,NA,ppmFlag,NA
210329_Blk_Blank3_A,Melatonin,29337,0,7,Inf,NA,ppmFlag,NA
210329_Blk_Blank3_B,Melatonin,17970,0,11.5,Inf,NA,ppmFlag,NA
210329_Blk_Blank3_C,Melatonin,76998,0,-1.5,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,Melatonin,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Melatonin,7645,0,5,Inf,NA,NA,NA
210329_Blk_PPL_Blank_C,Melatonin,6942,0,1.1,Inf,NA,NA,NA
210329_Poo_TruePoo_Full1,Melatonin,41378,0,7,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Full2,Melatonin,94800,0,10.8,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Full3,Melatonin,46421,0,7.4,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Half1,Melatonin,6977,0,11.6,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Half2,Melatonin,15685,0,9.6,Inf,NA,ppmFlag,NA
210329_Poo_TruePoo_Half3,Melatonin,9637,0,1.2,Inf,NA,NA,NA
210329_Smp_Aloha_A,Melatonin,244466,0,-1.9,Inf,NA,NA,NA
210329_Smp_Aloha_B,Melatonin,105275,0,11.2,Inf,NA,ppmFlag,NA
210329_Smp_Aloha_C,Melatonin,375032,0,10.9,Inf,NA,ppmFlag,NA
210329_Smp_Mort_Test_A,Melatonin,11721,0,-0.6,Inf,NA,NA,NA
210329_Smp_Mort_Test_B,Melatonin,86303,0,7.8,Inf,NA,ppmFlag,NA
210329_Smp_PPL_Aloha_A,Melatonin,75204,0,7.3,Inf,NA,ppmFlag,NA
210329_Smp_PPL_Aloha_B,Melatonin,29423,0,9.1,Inf,NA,ppmFlag,NA
210329_Smp_PPL_Aloha_C,Melatonin,28259,0,3.8,Inf,NA,NA,NA
210329_Smp_PPL_PS_A,Melatonin,14063,0,8.7,Inf,NA,ppmFlag,NA
210329_Smp_PPL_PS_B,Melatonin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,Melatonin,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,Melatonin,45121,0,-0.7,Inf,NA,NA,NA
210329_Smp_PS_B,Melatonin,119608,0,-0.8,Inf,NA,NA,NA
210329_Smp_PS_C,Melatonin,82072,0,-1.1,Inf,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Methyl B12,24793914,230623,1.3,107.50841850119025,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Methyl B12,31688682,296718,1.5,106.7973024892322,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Methyl B12,20003026,225525,1,88.69538188670879,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Methyl B12,28123378,47398,1.5,593.3452466348791,NA,NA,NA
210329_Std_H2OInMatrix_1,Methyl B12,2131,0,-4.9,Inf,NA,NA,areaminFlag
210329_Std_H2OInMatrix_2,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank1_A,Methyl B12,2588,0,10.1,Inf,NA,ppmFlag,areaminFlag
210329_Blk_Blank1_B,Methyl B12,2577,0,-9.1,Inf,NA,ppmFlag,areaminFlag
210329_Blk_Blank1_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank2_A,Methyl B12,2306,0,1.2,Inf,NA,NA,areaminFlag
210329_Blk_Blank2_B,Methyl B12,2512,0,7.4,Inf,NA,ppmFlag,areaminFlag
210329_Blk_Blank2_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Blk_Blank3_A,Methyl B12,2668,0,2.2,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_B,Methyl B12,2048,0,5.8,Inf,NA,NA,areaminFlag
210329_Blk_Blank3_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_A,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,Methyl B12,2214,0,6.2,Inf,NA,ppmFlag,areaminFlag
210329_Poo_TruePoo_Full2,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full3,Methyl B12,2524,0,-9.1,Inf,NA,ppmFlag,areaminFlag
210329_Poo_TruePoo_Half1,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half2,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Half3,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Aloha_A,Methyl B12,2486,0,1.4,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_B,Methyl B12,2365,0,-2.9,Inf,NA,NA,areaminFlag
210329_Smp_Aloha_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_A,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_A,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_B,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_Aloha_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_A,Methyl B12,2308,0,-1.1,Inf,NA,NA,areaminFlag
210329_Smp_PPL_PS_B,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PPL_PS_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_A,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_B,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Smp_PS_C,Methyl B12,NA,NA,NA,NA,NA,NA,NA
210329_Std_250nMStdsInH2O_1,Methyl indole 3 carboxylate,10733251,213356,-2.9,50.30676896829712,NA,NA,NA
210329_Std_250nMStdsInH2O_2,Methyl indole 3 carboxylate,17455684,292710,-2.4,59.634737453452225,NA,NA,NA
210329_Std_250nMStdsInMatrix_1,Methyl indole 3 carboxylate,10170620,178490,-2.7,56.98145554372794,NA,NA,NA
210329_Std_250nMStdsInMatrix_2,Methyl indole 3 carboxylate,15538696,230094,-2.5,67.53194781263309,NA,NA,NA
210329_Std_H2OInMatrix_1,Methyl indole 3 carboxylate,15962,0,-2.8,Inf,NA,NA,NA
210329_Std_H2OInMatrix_2,Methyl indole 3 carboxylate,334047,0,-2.4,Inf,NA,NA,NA
210329_Blk_Blank1_A,Methyl indole 3 carboxylate,96838,9316,-2.8,10.394804637183341,NA,NA,NA
210329_Blk_Blank1_B,Methyl indole 3 carboxylate,16821,0,-2.4,Inf,NA,NA,NA
210329_Blk_Blank1_C,Methyl indole 3 carboxylate,39097,0,-2.6,Inf,NA,NA,NA
210329_Blk_Blank2_A,Methyl indole 3 carboxylate,29343,0,-1.3,Inf,NA,NA,NA
210329_Blk_Blank2_B,Methyl indole 3 carboxylate,17592,0,-1.7,Inf,NA,NA,NA
210329_Blk_Blank2_C,Methyl indole 3 carboxylate,75901,0,-2.6,Inf,NA,NA,NA
210329_Blk_Blank3_A,Methyl indole 3 carboxylate,18369,0,-2.3,Inf,NA,NA,NA
210329_Blk_Blank3_B,Methyl indole 3 carboxylate,22186,0,-1.8,Inf,NA,NA,NA
210329_Blk_Blank3_C,Methyl indole 3 carboxylate,55486,0,-2.1,Inf,NA,NA,NA
210329_Blk_PPL_Blank_A,Methyl indole 3 carboxylate,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_B,Methyl indole 3 carboxylate,NA,NA,NA,NA,NA,NA,NA
210329_Blk_PPL_Blank_C,Methyl indole 3 carboxylate,NA,NA,NA,NA,NA,NA,NA
210329_Poo_TruePoo_Full1,Methyl indole 3 carboxylate,487210,8993,-2.7,54.17658178583343,NA,NA,NA
210329_Poo_TruePoo_Full2,Methyl indole 3 carboxylate,526283,14114,-2.5,37.28801190307496,NA,NA,NA
210329_Poo_TruePoo_Full3,Methyl indole 3 carboxylate,400393,5161,-2.5,77.58050765355551,NA,NA,NA
210329_Poo_TruePoo_Half1,Methyl indole 3 carboxylate,19507,0,-2.3,Inf,NA,NA,NA
210329_Poo_TruePoo_Half2,Methyl indole 3 carboxylate,33909,0,-2.2,Inf,NA,NA,NA
210329_Poo_TruePoo_Half3,Methyl indole 3 carboxylate,21768,0,-2.2,Inf,NA,NA,NA
210329_Smp_Aloha_A,Methyl indole 3 carboxylate,44860,0,-2,Inf,NA,NA,NA
210329_Smp_Aloha_B,Methyl indole 3 carboxylate,31096,0,-1.6,Inf,NA,NA,NA
210329_Smp_Aloha_C,Methyl indole 3 carboxylate,23335,0,-2.1,Inf,NA,NA,NA
210329_Smp_Mort_Test_A,Methyl indole 3 carboxylate,NA,NA,NA,NA,NA,NA,NA
210329_Smp_Mort_Test_B,Methyl indole 3 carboxylate,5766,0,-1.3,Inf,NA,NA,NA
