Compound,210322_Blk_Blank1_A,210322_Blk_Blank1_B,210322_Blk_Blank1_C,210322_Blk_Blank2_A,210322_Blk_Blank2_B,210322_Blk_Blank2_C,210322_Blk_Blank3_A,210322_Blk_Blank3_B,210322_Blk_Blank3_C,210322_Blk_Blank4_A,210322_Blk_Blank4_B,210322_Blk_Blank4_C,210322_Blk_Blank5_A,210322_Blk_Blank5_B,210322_Blk_Blank5_C,210322_Smp_Aloha_A,210322_Smp_Aloha_B,210322_Smp_Aloha_C,210322_Smp_LW_A,210322_Smp_LW_B,210322_Smp_LW_C,210322_Smp_NP_A,210322_Smp_NP_B,210322_Smp_NP_C,210322_Smp_PS_A,210322_Smp_PS_B,210322_Smp_PS_C,210322_Blk_Blank6_A,210322_Blk_Blank6_B,210322_Blk_Blank6_C,210322_Blk_Blank7_A,210322_Blk_Blank7_B,210322_Blk_Blank7_C,210322_Smp_C_1mL_NS_A,210322_Smp_C_1mL_NS_B,210322_Smp_C_1mL_NS_C,210322_Smp_C_1mL_SAf_A,210322_Smp_C_1mL_SAf_B,210322_Smp_C_1mL_SAf_C,210322_Smp_C_1mL_SBe_A,210322_Smp_C_1mL_SBe_B,210322_Smp_C_1mL_SBe_C,210322_Blk_PPL_Blank_A,210322_Blk_PPL_Blank_B,210322_Blk_PPL_Blank_C,210322_Smp_PPL_Aloha_A,210322_Smp_PPL_Aloha_B,210322_Smp_PPL_Aloha_C,210322_Smp_PPL_PS_A,210322_Smp_PPL_PS_B,210322_Smp_PPL_PS_C,210322_Poo_TruePoo_Full1,210322_Poo_TruePoo_Full2,210322_Poo_TruePoo_Full3,210322_Poo_TruePoo_Half1,210322_Poo_TruePoo_Half2,210322_Poo_TruePoo_Half3,210322_Std_4uMStdsMix1InH2O_1,210322_Std_4uMStdsMix1InH2O_2,210322_Std_4uMStdsMix1InMatrix_1,210322_Std_4uMStdsMix1InMatrix_2,210322_Std_4uMStdsMix2InH2O_1,210322_Std_4uMStdsMix2InH2O_2,210322_Std_4uMStdsMix2InMatrix_1,210322_Std_4uMStdsMix2InMatrix_2,210322_Std_H2OInMatrix_1,210322_Std_H2OInMatrix_2
Thymine_Neg,409713,257626,393802,236640,2603817,1371608,415024,272816,2062609,813319,583859,575635,393395,367814,992653,173433,238895,171338,1075409,1111411,1100598,481391,487438,1128756,702633,561134,107315,668722,1495366,560183,1026642,1699950,431274,383964,871324,1147142,187258896,177838448,175742480,3010801,1995622,3827187,267792,1098325,1142588,1324141,416122,2539046,1397606,394484,1537183,14406773,8324188,13742464,4994137,11623584,8028940,265842672,247662048,241276432,231768160,72724256,78400744,73202728,77970720,11067711,7129956
Trehalose_Neg,1308658,4511113,927212,473160,715304,513221,1299752,883173,727126,607652,235882,531602,792875,981082,733441,598878,717950,245861,621533,795713,791127,829481,709445,272033,684260,696964,1653746,549915,737967,824055,947806,671826,147142,4139113,690933,1864320,24568234,26339488,24887870,800671,908730,941318,4712401,1092572,1991309,724534,2205524,2417769,183912,861432,1298017,2960045,2436643,4787054,104376,4121702,407589,790441,934830,757407,2154814,35003576,39572168,33533786,42780704,2406389,307079
UDP-glucosamine_Neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11995043,11907345,11653399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,587060,618446,573766,246662,237366,174411,NA,NA,284081,220949,19949818,19083570,17879964,21080464,326636,120791
UDP-glucose_Neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,15442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11627774,10670061,11248385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,660481,491349,507135,248066,266693,185787,NA,NA,381739,369162,19714736,16956800,18142546,17215058,341249,224502
Uracil_Neg,562675,196804,679563,662284,772093,520743,510384,450527,721423,318083,193290,503786,526425,1798522,1926239,275878,581800,15542,284900,724438,454102,515547,315465,1793056,236015,477397,968578,916147,1249186,691505,585466,811066,956200,261897,1224486,1101947,44349844,40582580,42599228,1366357,303973,521701,254490,508886,586159,273970,537593,355750,517685,190366,1605477,3203102,3507461,4178573,1971522,2891650,2016724,500737,562589,2195806,2347628,73109712,71975576,71423240,72917384,2390317,2444458
Uridine_Neg,NA,NA,NA,NA,NA,NA,15114,NA,NA,NA,NA,16284,19670,25665,16110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14566,15742,NA,NA,NA,NA,NA,17024,27749278,27087488,27118086,NA,NA,NA,NA,NA,NA,18192,32547,35911,17482,NA,15313,1386485,1585495,1300808,593527,722613,445227,NA,NA,729753,545016,47353616,47804016,40630624,44285804,842402,310441
Succinic semialdehyde_Neg,86609,112811,352449,396929,126172,2293976,5817264,4300577,456140,3689759,466203,725301,8844993,460152,7628535,5755425,184757,83112,1197055,1106036,9938782,1138214,683194,2992866,4469660,849802,166143,4849170,8621572,488465,NA,7021077,4601851,382624,458198,482374,17270110208,17355372544,17198673920,2054401,1485427,1722290,848669,281910,1935326,177005,380826,2710940,135792,173825,367312,817663040,883823232,1156109312,498668640,466663360,600804544,443964,706283,524897792,NA,33105690624,46791008256,33777369088,46636126208,578281216,665842752
Sulfanilic Acid_Neg,13637,NA,16083,17010,28089,34764,NA,20782,306537,NA,32902,24698,NA,NA,NA,NA,NA,NA,20219,NA,NA,NA,NA,NA,17224,17146,151798,38995,19416,18298,53999,NA,20530,NA,NA,NA,51941580,48135528,50310528,14322,NA,150713,31083,NA,NA,NA,NA,NA,NA,50723,NA,2298131,2430585,3390735,1068115,1382552,1985045,NA,NA,1401780,2165064,100007816,172991632,101341088,168177296,1417251,2114429
Inosine_Neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15138,0,0,0,0,68663,0,0,0,13861,0,0,NA,14714,NA,NA,137770,886920,NA,NA,NA,39631420,38048460,39843300,13128030,15612478,13668964,NA,NA,NA,0,37719,NA,397141,83831,412706,2850600,3185111,3387419,1363889,1537836,1661357,0,15754,1466736,1896037,73264376,105239040,80099736,115223552,1630158,1953342
Allopurinol_Neg,485395,205747,751907,1201448,549778,936326,675657,561471,812569,1235229,17882,1620485,188134,563367,536265,868262,280374,253769,37419,1507145,46105,401028,529962,1099214,995952,244129,470685,69907,320612,502705,429568,180954,1110157,597379,477567,590037,22058996,22883890,23691360,13755401,14471940,12780575,125483,381271,336412,589740,424714,515403,603600,83455,763989,2842002,3765309,3226776,1372684,1618088,2034015,NA,201787,1761164,934725,56161904,73720864,61737536,63302780,1389081,731639
Imidazoleacrylic Acid_Neg,566998,103668,427399,691784,3095467,973251,1177060,1187564,701060,391232,792376,2057704,141675,1477494,1133064,2353998,3970765,2442636,2002307,3396132,2850845,821593,1371579,1263462,1568818,1179691,1775974,852800,297476,1061300,4518492,4080044,3276680,138825,442965,1358665,46939736,46114612,45845648,39341568,41619216,34016728,440016,2000472,1281993,1699794,739825,892333,1301924,179570,540410,8807004,7602981,6581910,4736768,5145566,3589006,1024020,756849,5263210,2780841,125667168,121697952,129172712,103855912,5077143,2993022
4-Hydroxyisoleucine_Neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13833,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,14388,59791,72138,0,0,0,12247726,12589386,12156215,7429289,8405895,7935985,0,0,0,0,0,0,0,0,0,1045308,815799,1289257,469960,491504,594058,NA,18956,610740,692823,15249163,29462730,14258823,28404228,450294,679243
Cysteinesulfinic acid_Neg,109883,136627,17339,17544,NA,NA,NA,19203,NA,13775,NA,12189,NA,NA,NA,16314,NA,19598,NA,NA,NA,NA,14639,13824,16793,NA,NA,0,0,0,0,0,0,0,0,0,11802396,11711616,11777485,14554,0,0,0,0,0,13614,0,0,0,0,0,447185,403914,478253,158207,124741,220137,0,0,347179,327838,26193380,22011288,18186962,22545672,234282,117958
Carnosine_Neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17487,0,0,11297,0,0,0,0,0,65569,0,0,0,0,21669,199873,34200,0,0,44615812,48694368,52701264,21981404,26032742,19693136,0,0,0,12787,26799,0,16098,0,0,4192478,4461230,4717396,2096443,2276271,2289638,0,0,2208312,2516730,96508624,86278928,78139760,91979384,2225622,2679547
Anserine_Neg,28050,209583,113352,468440,827573,378696,161942,120558,521490,69020,556880,264269,24971,158394,104983,117599,719863,152182,110124,78006,157849,101013,59532,104992,119357,79003,76686,338306,159517,17448,72017,743633,339211,131050,200181,71717,26549434,33919880,37357000,11510150,15665614,9693899,125320,100097,122197,56668,27900,41913,68632,257968,6597,2689333,2319975,2115174,838335,1664731,1137607,251422,167503,1119050,1663394,77504640,74362400,59777748,78539912,1604131,1365278
N-Acetylmuramic acid_Neg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14332,NA,NA,NA,NA,19653,NA,NA,NA,NA,NA,NA,NA,NA,NA,31873,0,0,24383,0,16243,0,26292,0,69644240,64019724,67803976,0,0,0,0,35170,0,19704,119078,85114,213807,86757,21491,3329782,3835350,3729039,1525084,1692475,1483175,0,14476,1556590,1273171,134779856,128092016,90632944,127315312,1993416,2028569
Hypoxanthine_Neg,809352,303507,307731,528638,213285,275925,443222,168467,600784,188363,223535,429258,333587,546195,634187,319883,98040,497198,304721,354713,365863,104350,172303,56265,160432,302870,294770,131390,476863,1295105,303354,468145,460801,744378,188637,1063062,62856172,59504216,60654812,31091028,35340472,30102960,646365,512352,317128,461504,384129,445084,48216,885631,509863,5766816,5950101,7542944,3325435,4290390,4765888,206174,346019,3329471,4923288,111968712,101090016,87320728,106557360,3328413,5030828
Threonic acid_Neg,319239,426539,324263,517746,283246,187319,209147,516723,375718,146217,207532,411546,101829,111433,111995,68950,126860,462812,466598,436419,80892,455397,253902,235546,389910,74046,398445,240122,1021954,153388,1263010,697285,2433518,73741,978269,417166,178603808,180745232,171498400,2622277,3962497,2693194,1139644,492924,153724,859248,288698,349535,89444,52899,289957,13276418,11515300,10194328,7581492,6610731,5827321,299752800,277824480,294937568,266209536,207507,280979,8327136,5769434,8412581,7330956
Propionylglycine_Neg,103112,NA,NA,20210,38928,465135,195080,35125,463339,100049,168042,98503,33017,22688,54561,68362,167603,96805,31537,99148,199302,57411,36094,128554,115924,353730,86844,40107,27396,47660,40185,36435,15616,58019,72584,0,125320544,120536632,122086704,73119,49147,123968,36123,100527,69228,65712,141659,125774,196304,122483,183826,7502026,7398067,7278883,3823548,3874228,4055077,215636704,216699424,214189568,213542736,20971,0,4239839,3999367,4802648,4445348
Acetylglycine_Neg,352449,387457,179753,1556774,249087,295089,69375,75556,46857,231440,1744770,147870,261483,104199,119379,154335,174048,271633,1441210,98092,2187354,145202,52884,NA,2265460,1793515,245155,549245,215801,150060,537734,682398,795283,611610,356738,139784,52016864,49372636,50578568,332848,433353,464904,667570,592945,393061,168194,146218,135711,754597,66207,463991,3515334,4082742,2542140,2110520,2011994,2040681,74026896,92043656,71122440,90409824,628040,594602,2752836,2673523,2001618,1341903
Butyrylglycine_Neg,29474,NA,29548,18045,26870,23786,NA,NA,17761,77202,130156,39114,68948,35059,23848,NA,145666,18576,NA,NA,27550,NA,NA,36737,NA,NA,27629,38156,16446,0,69901,55590,14317,0,71134,13902,97422880,95789856,92211504,319425,480394,401328,67241,20427,52912,98956,116512,14876,159540,13386,205222,5326615,5235258,5258417,2897713,3523672,3718857,162010752,172602240,141638160,153675328,14394,0,3441511,3244101,3201982,3581200
Glutamylphenylalanine_Neg,0,0,0,0,0,27250,0,0,0,75527,67559,0,0,0,0,41964,0,0,0,0,0,42043,0,0,0,0,0,0,16250,15857,104263,983343,2505796,0,0,0,67356544,68664360,69023664,21061682,20236162,20709962,0,0,67114,0,97496,34972,63992,219329,102138,4334588,4797508,6196930,2124224,2390090,3020896,91660840,126030112,93581664,129291688,0,54861,2712679,3529992,2613708,3428923
Acetylglutamic acid_Neg,446715,229460,751045,121118,206933,301393,169961,391229,437858,240205,206125,391989,293987,239791,301310,221442,331009,323507,293477,78810,410797,294543,176690,233621,250841,245217,72573,256747,109372,697984,432304,104780,652828,55327,516749,290424,104327256,102945088,100963888,499561,718326,290129,352988,322149,162771,221387,54617,581746,687714,511759,359883,5412685,5921881,5456825,2944598,2558068,978170,172592624,178575104,173558272,175028960,537347,358472,3395078,4228290,3519134,1530766
