Rep,Compound,Area
210322_Std_4uMStdsMix1InMatrix_2,"Sulfolactic Acid, 13C3",NA
210322_Std_4uMStdsMix2InH2O_1,"Sulfolactic Acid, 13C3",NA
210322_Std_4uMStdsMix2InH2O_2,"Sulfolactic Acid, 13C3",NA
210322_Std_4uMStdsMix2InMatrix_1,"Sulfolactic Acid, 13C3",NA
210322_Std_4uMStdsMix2InMatrix_2,"Sulfolactic Acid, 13C3",NA
210322_Std_H2OInMatrix_1,"Sulfolactic Acid, 13C3",NA
210322_Std_H2OInMatrix_2,"Sulfolactic Acid, 13C3",NA
210322_Poo_TruePoo_Full1,"Thymine, D4",95856656
210322_Poo_TruePoo_Full2,"Thymine, D4",95950672
210322_Poo_TruePoo_Full3,"Thymine, D4",101414576
210322_Poo_TruePoo_Half1,"Thymine, D4",48131852
210322_Poo_TruePoo_Half2,"Thymine, D4",49719040
210322_Poo_TruePoo_Half3,"Thymine, D4",52776784
210322_Std_4uMStdsMix1InH2O_1,"Thymine, D4",NA
210322_Std_4uMStdsMix1InH2O_2,"Thymine, D4",16551
210322_Std_4uMStdsMix1InMatrix_1,"Thymine, D4",56365516
210322_Std_4uMStdsMix1InMatrix_2,"Thymine, D4",57491688
210322_Std_4uMStdsMix2InH2O_1,"Thymine, D4",16376
210322_Std_4uMStdsMix2InH2O_2,"Thymine, D4",NA
210322_Std_4uMStdsMix2InMatrix_1,"Thymine, D4",61977756
210322_Std_4uMStdsMix2InMatrix_2,"Thymine, D4",60342444
210322_Std_H2OInMatrix_1,"Thymine, D4",57795736
210322_Std_H2OInMatrix_2,"Thymine, D4",59844196
210322_Poo_TruePoo_Full1,"Uracil, 15N2-D2",9239084
210322_Poo_TruePoo_Full2,"Uracil, 15N2-D2",16037792
210322_Poo_TruePoo_Full3,"Uracil, 15N2-D2",11389932
210322_Poo_TruePoo_Half1,"Uracil, 15N2-D2",4873225
210322_Poo_TruePoo_Half2,"Uracil, 15N2-D2",6422776
210322_Poo_TruePoo_Half3,"Uracil, 15N2-D2",5036115
210322_Std_4uMStdsMix1InH2O_1,"Uracil, 15N2-D2",899319
210322_Std_4uMStdsMix1InH2O_2,"Uracil, 15N2-D2",325110
210322_Std_4uMStdsMix1InMatrix_1,"Uracil, 15N2-D2",8990995
210322_Std_4uMStdsMix1InMatrix_2,"Uracil, 15N2-D2",1312258
210322_Std_4uMStdsMix2InH2O_1,"Uracil, 15N2-D2",38171524
210322_Std_4uMStdsMix2InH2O_2,"Uracil, 15N2-D2",1430558
210322_Std_4uMStdsMix2InMatrix_1,"Uracil, 15N2-D2",56932132
210322_Std_4uMStdsMix2InMatrix_2,"Uracil, 15N2-D2",4526790
210322_Std_H2OInMatrix_1,"Uracil, 15N2-D2",17263588
210322_Std_H2OInMatrix_2,"Uracil, 15N2-D2",2251254
