MF,Fraction,mz,Retention_time,annotation,method,210329_Smp_PS_A,210329_Smp_PS_B,210329_Smp_PS_C,210329_Smp_PPL_Aloha_A,210329_Smp_PPL_Aloha_B,210329_Smp_PPL_Aloha_C,210329_Smp_PPL_PS_A,210329_Smp_PPL_PS_B,210329_Smp_PPL_PS_C,210329_Smp_Aloha_A,210329_Smp_Aloha_B,210329_Smp_Aloha_C,210322_Smp_PPL_PS_A,210322_Smp_PPL_PS_B,210322_Smp_PPL_PS_C,210322_Smp_Aloha_A,210322_Smp_Aloha_B,210322_Smp_Aloha_C,210322_Smp_PS_A,210322_Smp_PS_B,210322_Smp_PS_C,210322_Smp_PPL_Aloha_A,210322_Smp_PPL_Aloha_B,210322_Smp_PPL_Aloha_C
47_HILICPos,HILICPos,77.10972,9.336,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7482920,6470302,4992904,6160818,6723448,5720964,NA,NA,NA
52_HILICPos,HILICPos,80.1316,8.545,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10191856,9311284,7385532,8990928,9778700,9875768,NA,NA,NA
80_HILICPos,HILICPos,86.09702,6.958,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7313118,7005652,5256956,3292074,3399040,3731252,NA,NA,NA
80_HILICPos,HILICPos,86.09702,6.958,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4545112,4557376,5149548,NA,NA,NA,NA,NA,NA,13523524,12138352,12114314
114_HILICPos,HILICPos,93.0743,10.558,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22089228.74671235,21094379.63675781,16313606.83630685,20318757.953311924,20957234.33818918,20218132.50613743,NA,NA,NA
118_HILICPos,HILICPos,94.0657,10.921,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5748644,4673680,4115998,4047808,4355414,4430138,NA,NA,NA
146_HILICPos,HILICPos,97.08447,6.088,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125002128,124168456,106998824,110092800,123297312,110133072,NA,NA,NA
183_HILICPos,HILICPos,103.03942,2.256,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1408388,1684158,1337224
207_HILICPos,HILICPos,106.08674,7.443,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19517716,18397070,21231108,NA,NA,NA,NA,NA,NA
222_HILICPos,HILICPos,110.06036,4.106,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18611924,15384580,22915688,NA,NA,NA,NA,NA,NA,24013478,27171602,19632320
270_HILICPos,HILICPos,116.05158,7.381,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3053658,3522974,3133294,NA,NA,NA
271_HILICPos,HILICPos,116.07097,9.26,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58378452,66663348,51687372,NA,NA,NA,NA,NA,NA
280_HILICPos,HILICPos,117.04869,7.384,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23343698.284276225,21181023.667755246,29088077.12656562,30226054.713664476,39448931.09822859,33913625.42510893,NA,NA,NA
295_HILICPos,HILICPos,118.08646,7.761,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,379883744,347632192,352990336,528977792,641913216,569336448,NA,NA,NA
308_HILICPos,HILICPos,120.06575,10.13,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10303860,14765166,10931844,NA,NA,NA,NA,NA,NA
310_HILICPos,HILICPos,120.08106,5.299,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7497606,6923658,8254952,NA,NA,NA
310_HILICPos,HILICPos,120.08106,5.299,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21642034,19509042,30505402,NA,NA,NA,NA,NA,NA,29344460,25488410,36514176
313_HILICPos,HILICPos,121.03201,8.843,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19887680,18839678,18474592,18729408,21994828,20645848,NA,NA,NA
321_HILICPos,HILICPos,121.10229,9.334,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4882738,4250310,3211494,4049132,4366148,3590656,NA,NA,NA
329_HILICPos,HILICPos,122.10855,9.33,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24217302,23142286,17936426,21776240,23954794,20119942,NA,NA,NA
337_HILICPos,HILICPos,123.09706,7.762,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43514340,40207912,35091248,35912468,43630344,36968256,NA,NA,NA
338_HILICPos,HILICPos,123.11476,9.336,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38753627.41757648,35297878.771482445,27319624.920488935,33114069.961272344,35701953.20272975,31220084.145925704,NA,NA,NA
349_HILICPos,HILICPos,124.1003,7.663,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1254315520,1154280704,1026111424,1045411328,1279526272,1079588864,NA,NA,NA
365_HILICPos,HILICPos,126.13672,8.56,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24520562,21998738,16787616,20660252,22414506,22265186,NA,NA,NA
382_HILICPos,HILICPos,128.10722,2.193,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2947140,2734700,4852784,NA,NA,NA,NA,NA,NA,3130850,3837216,5594090
425_HILICPos,HILICPos,132.10202,9.765,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13528902,11416814,13168732,114448304,145737200,121832800,NA,NA,NA
426_HILICPos,HILICPos,132.10205,7.245,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8653766.58040895,10420365.352784617,4852251.379796905,NA,NA,NA,NA,NA,NA
426_HILICPos,HILICPos,132.10205,7.245,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2656234.5825516866,2016312.57986443,2919313.674715052,NA,NA,NA,NA,NA,NA,11800402.573455224,8902816.76460036,10627794.091951402
427_HILICPos,HILICPos,132.10205,6.841,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32551994,28215180,28779714,NA,NA,NA,NA,NA,NA
427_HILICPos,HILICPos,132.10205,6.841,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14643958,16175384,16541536,NA,NA,NA,NA,NA,NA,42168220,38588180,40660408
430_HILICPos,HILICPos,133.02791,14.91,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9590780,9376384,32052930,NA,NA,NA,NA,NA,NA,99228128,2884158,57990376
440_HILICPos,HILICPos,134.06007,2.259,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5558606,4463190,3117588,NA,NA,NA,NA,NA,NA,5098228,4485310,4396030
449_HILICPos,HILICPos,135.0475,9.821,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113409432,101885464,112019856,68036280,81431216,67820808,NA,NA,NA
454_HILICPos,HILICPos,136.0507,5.776,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4531312,4556860,4873384,NA,NA,NA,NA,NA,NA,NA,NA,NA
463_HILICPos,HILICPos,136.99437,5.593,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17215684,16055636,38774620,14343076,15590940,15604430,NA,NA,NA
466_HILICPos,HILICPos,137.03781,10.91,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1224250,1212050,990814,1179480,1324422,1275160,NA,NA,NA
467_HILICPos,HILICPos,137.04587,7.811,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2177698.6905907616,2443183.185854193,2374487.882065554,NA,NA,NA,NA,NA,NA,NA,NA,NA
468_HILICPos,HILICPos,137.04588,6.856,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5075752,3791832,4581580,NA,NA,NA,NA,NA,NA,5222796,5222746,5456656
469_HILICPos,HILICPos,137.05972,2.239,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3090398.7293007523,2383670.4271526914,2251431.6750710863,NA,NA,NA,NA,NA,NA,2572059.4019859037,2010017.076755308,2277629.811299846
475_HILICPos,HILICPos,137.98322,14.915,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10705816,10868224,17163082,NA,NA,NA,NA,NA,NA,36139760,6926534,24371242
477_HILICPos,HILICPos,138.05502,8.268,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82149912,68499264,71839016,NA,NA,NA,NA,NA,NA
477_HILICPos,HILICPos,138.05502,8.268,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5978030,4882872,5789376
478_HILICPos,HILICPos,138.05504,6.039,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,214141216,194019248,197753872,109155912,140014720,117434808,NA,NA,NA
478_HILICPos,HILICPos,138.05504,6.039,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9124556,9911216,8777104,NA,NA,NA,NA,NA,NA,15172930,13324590,16613408
494_HILICPos,HILICPos,140.03416000000001,2.253,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1071372,1469452,1240582
501_HILICPos,HILICPos,140.08194,2.923,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6925812,5695402,6003436,NA,NA,NA,NA,NA,NA,5055442,7051454,6391492
514_HILICPos,HILICPos,141.07368,6.038,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5114082816,4787885056,3979556352,3933099776,5119097344,4236877056,NA,NA,NA
540_HILICPos,HILICPos,144.04788,2.175,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511254.9329880666,668530.1793901883,595883.9204473828,NA,NA,NA,NA,NA,NA,317772.6922908337,294900.5688345796,260968.88165123184
543_HILICPos,HILICPos,144.10199,7.099,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16970616,15320386,14431140,NA,NA,NA,NA,NA,NA
544_HILICPos,HILICPos,144.10207,9.929,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16426494,11980720,14421174,NA,NA,NA,NA,NA,NA
545_HILICPos,HILICPos,144.10208,2.281,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1974078.9531161585,1992228.4233523516,2371777.0511465576
567_HILICPos,HILICPos,146.1176,10.085,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2410356,2835500,3351858,5047554,5388858,5064354,NA,NA,NA
577_HILICPos,HILICPos,147.08055,2.247,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1843370,3737086,1971034
579_HILICPos,HILICPos,148.0605,11.82,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15639384,13423024,13800590,NA,NA,NA,NA,NA,NA
615_HILICPos,HILICPos,152.03784,8.736,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4530172,4007570,3801828,NA,NA,NA
615_HILICPos,HILICPos,152.03784,8.736,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3286632,2253970,4036052,NA,NA,NA,NA,NA,NA,NA,NA,NA
618_HILICPos,HILICPos,152.05676,9.443,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6038376,4472254,4340480,5392544,5765052,5536940,NA,NA,NA
618_HILICPos,HILICPos,152.05676,9.443,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2002276,1870642,3278684,NA,NA,NA,NA,NA,NA,2260448,3386322,2594778
619_HILICPos,HILICPos,152.07068,2.256,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21057862,13374534,17687586,NA,NA,NA,NA,NA,NA,NA,NA,NA
652_HILICPos,HILICPos,155.05418,8.741,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64043904,48804188,43457768,32233812,46729140,40233960,NA,NA,NA
666_HILICPos,HILICPos,156.10214,2.235,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4667876,4072716,4340996,NA,NA,NA,NA,NA,NA,6935580,7628280,8085362
677_HILICPos,HILICPos,157.07387,10.665,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31596234,19004832,52410924,54501928,69907872,69116536,NA,NA,NA
688_HILICPos,HILICPos,158.11777,2.232,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1359214.922006772,1334004.859580433,1683950.2106482391
697_HILICPos,HILICPos,159.07649,11.318,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10296386,9089076,8229916,NA,NA,NA
701_HILICPos,HILICPos,160.07596,2.189,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2623540,4308344,6366944,NA,NA,NA,NA,NA,NA,1792956,1584068,1760028
703_HILICPos,HILICPos,160.09688,8.873,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11683264,10830696,10263598,NA,NA,NA,NA,NA,NA
706_HILICPos,HILICPos,160.13336,10.07,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6818600,9028186,6076130,NA,NA,NA
706_HILICPos,HILICPos,160.13336,10.07,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4533258,3850216,4151990,NA,NA,NA,NA,NA,NA,NA,NA,NA
717_HILICPos,HILICPos,162.1125,9.779,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20664198,17555026,17759144,12894468,16278588,13342368,NA,NA,NA
736_HILICPos,HILICPos,164.07077,2.259,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6130172,3694564,5944668,NA,NA,NA,NA,NA,NA,3279914,6310758,4034336
742_HILICPos,HILICPos,165.05482,8.988,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2789406,2545352,2309636,NA,NA,NA,NA,NA,NA
755_HILICPos,HILICPos,166.05334,9.277,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3534171.704305249,3260309.2222226914,3513900.7867063885,1525907.7323439913,1523246.688774416,1649113.4049320274,NA,NA,NA
756_HILICPos,HILICPos,166.0864,5.335,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57240636,25027864,55831468,NA,NA,NA,NA,NA,NA,52988708,47877232,54762696
757_HILICPos,HILICPos,166.0865,2.248,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10333686.077965831,8477723.173314536,16120414.517826818,NA,NA,NA,NA,NA,NA,6250718.1930366075,5916602.507620716,8667371.523272743
762_HILICPos,HILICPos,166.12273,3.911,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2309108,2362250,2912804,NA,NA,NA,NA,NA,NA,NA,NA,NA
789_HILICPos,HILICPos,169.07217,9.237,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14609613.543837547,10149377.932783348,10664398.734711628,11347972.270050231,12811931.122162577,12842189.277102036,NA,NA,NA
791_HILICPos,HILICPos,169.08591,2.233,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22584558,12155312,19043112,NA,NA,NA,NA,NA,NA,8222416,8731992,13337756
800_HILICPos,HILICPos,170.07132,2.264,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3978054,2451542,3674360,NA,NA,NA,NA,NA,NA,3269492,2102442,3396340
832_HILICPos,HILICPos,173.07103,2.286,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2768462.7439180193,1465485.79915059,3133055.397736517,NA,NA,NA,NA,NA,NA,1923583.7422692871,1560126.07472472,2176888.0942878583
839_HILICPos,HILICPos,173.11748,2.247,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817230,1531460,1652864,NA,NA,NA,NA,NA,NA,NA,NA,NA
843_HILICPos,HILICPos,174.05495,2.262,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,538805.8169344751,712254.7971025733,1014370.9971316232,NA,NA,NA,NA,NA,NA,444802.06388348906,416561.82643899217,504863.84023181064
847_HILICPos,HILICPos,174.11264,2.254,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4851648,3761148,4517564
848_HILICPos,HILICPos,174.12378,8.246,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2054060,2663398,2399424,NA,NA,NA
848_HILICPos,HILICPos,174.12378,8.246,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3942962,3384560,3669152,NA,NA,NA,NA,NA,NA,NA,NA,NA
858_HILICPos,HILICPos,175.10172,7.392,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4556116,4278150,5322168,5090148,7109910,5966146,NA,NA,NA
862_HILICPos,HILICPos,176.0668,12.491,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,763001.7442957804,622501.0824207301,617194.5971413376,NA,NA,NA,NA,NA,NA
863_HILICPos,HILICPos,176.07082,2.295,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,923430,839298,1919350,NA,NA,NA,NA,NA,NA,NA,NA,NA
868_HILICPos,HILICPos,176.12831,10.663,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4564776,6287294,4583036,NA,NA,NA
869_HILICPos,HILICPos,176.13959,7.757,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17190258,16108130,15594388,23933798,29516630,25738048,NA,NA,NA
878_HILICPos,HILICPos,178.0864,2.213,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3249176,3707226,4787176,NA,NA,NA,NA,NA,NA,2045538,3475142,3188812
888_HILICPos,HILICPos,179.00508,7.591,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5337868,3996042,4435006,NA,NA,NA,NA,NA,NA
893_HILICPos,HILICPos,179.07365,11.076,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5342690,4485772,5592892,8113992,10027848,8572808,NA,NA,NA
894_HILICPos,HILICPos,179.08496,8.702,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1635342,1590284,5777752,NA,NA,NA,NA,NA,NA
900_HILICPos,HILICPos,180.048,2.231,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993258,1496234,1770924,NA,NA,NA,NA,NA,NA,1440214,1606122,1084816
904_HILICPos,HILICPos,180.10211,2.233,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12834188,5797218,18517202,NA,NA,NA,NA,NA,NA,9279184,12679234,14491688
911_HILICPos,HILICPos,180.98901,2.914,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2058408,2681536,17535712,NA,NA,NA
919_HILICPos,HILICPos,181.07596,2.199,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2886138,2540720,2658720,NA,NA,NA,NA,NA,NA,1585234,2510310,1769470
926_HILICPos,HILICPos,182.0813,9.076,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2102816.7791362884,1078079.8752127965,1252346.592187171,NA,NA,NA,NA,NA,NA,4021610.4543836177,3027493.8399202763,2667737.8868370084
931_HILICPos,HILICPos,182.15343,7.76,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59659096,54175408,46003500,48409080,59667196,48611552,NA,NA,NA
945_HILICPos,HILICPos,184.09695,2.237,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8050244,5746924,5839588,NA,NA,NA,NA,NA,NA,4732426,5152060,6351174
952_HILICPos,HILICPos,184.98009,12.776,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322464,1004372,1306020,NA,NA,NA,NA,NA,NA,NA,NA,NA
954_HILICPos,HILICPos,185.08084,2.234,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5060662,3307534,3827620,NA,NA,NA,NA,NA,NA,2157778,4344776,2607084
956_HILICPos,HILICPos,185.10013,2.233,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5198068,3731158,5160652,NA,NA,NA,NA,NA,NA,2770102,4816386,3673178
957_HILICPos,HILICPos,185.11734,2.243,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3332310,2702118,5358344,NA,NA,NA,NA,NA,NA,2024764,4146786,2142338
982_HILICPos,HILICPos,188.03523,9.247,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362061.26026307687,243322.15736193216,285281.56060928985,NA,NA,NA,NA,NA,NA
984_HILICPos,HILICPos,188.07088,2.222,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737564,885532,1658068,NA,NA,NA,NA,NA,NA,1229868,1148598,1211556
1004_HILICPos,HILICPos,190.08641,2.249,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1949980,1368120,2937492,NA,NA,NA,NA,NA,NA,NA,NA,NA
1011_HILICPos,HILICPos,191.05415,9.233,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2145963.9098273306,1961575.2897846503,1464835.6643471343,1972878.219694196,2238621.663291665,2644546.068101661,NA,NA,NA
1012_HILICPos,HILICPos,191.07039,2.258,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2418336,2639490,3278054,NA,NA,NA,NA,NA,NA,1577172,1209724,1594000
1019_HILICPos,HILICPos,192.09573,2.264,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5186628,4478042,3405432,NA,NA,NA,NA,NA,NA,6346108,5145772,9158812
1052_HILICPos,HILICPos,195.06248,2.228,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3828480,2713022,3442220,NA,NA,NA,NA,NA,NA,895738,1183126,1555194
1057_HILICPos,HILICPos,196.097,8.343,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2276156,2145430,2108560,NA,NA,NA,NA,NA,NA
1060_HILICPos,HILICPos,196.13344,2.151,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19552118,20053234,20344124
1067_HILICPos,HILICPos,197.08087,2.268,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4863960,5209002,5868804,NA,NA,NA,NA,NA,NA,1792628,1925834,2333094
1070_HILICPos,HILICPos,197.12836,2.238,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3721044,2797004,3602846,NA,NA,NA,NA,NA,NA,4775346,4139854,4378028
1077_HILICPos,HILICPos,198.08504,12.072,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1589388,1749010,966886,NA,NA,NA,NA,NA,NA
1088_HILICPos,HILICPos,199.12698,6.037,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490051744,460406848,371600352,378948544,484292256,395591040,NA,NA,NA
1095_HILICPos,HILICPos,200.09178,2.249,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1164432.213444854,893506.7234847925,1221047.307348406,NA,NA,NA,NA,NA,NA,1782586.0892556943,1284631.481566414,1399344.748809799
1097_HILICPos,HILICPos,200.12843,2.244,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3557196,3268866,3633192,NA,NA,NA,NA,NA,NA,4107902,3878646,3924668
1100_HILICPos,HILICPos,201.06593,2.23,Unknown,PPL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,591778,366184,670546,NA,NA,NA,NA,NA,NA,NA,NA,NA
