MF,Fraction,mz,Retention_time,annotation,method,210329_Smp_PS_A,210329_Smp_PS_B,210329_Smp_PS_C,210329_Smp_PPL_Aloha_A,210329_Smp_PPL_Aloha_B,210329_Smp_PPL_Aloha_C,210329_Smp_PPL_PS_A,210329_Smp_PPL_PS_B,210329_Smp_PPL_PS_C,210329_Smp_Aloha_A,210329_Smp_Aloha_B,210329_Smp_Aloha_C,210322_Smp_PPL_PS_A,210322_Smp_PPL_PS_B,210322_Smp_PPL_PS_C,210322_Smp_Aloha_A,210322_Smp_Aloha_B,210322_Smp_Aloha_C,210322_Smp_PS_A,210322_Smp_PS_B,210322_Smp_PS_C,210322_Smp_PPL_Aloha_A,210322_Smp_PPL_Aloha_B,210322_Smp_PPL_Aloha_C
10051_RP,RP,373.23352,5.427,Unknown,PPL,NA,NA,NA,13784988,16032624.000000002,17420806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10059_RP,RP,374.03668,1.282,Unknown,CatEx,1125930,1114964,393624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10072_RP,RP,374.2388,1.901,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,609458,408646,407456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10072_RP,RP,374.2388,1.901,Unknown,PPL,NA,NA,NA,12824888,13599644,13499832,286124,334720,249116,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10077_RP,RP,374.73465,0.661,Unknown,CatEx,1669022.5255101686,1963529.083936508,63978.82328396107,NA,NA,NA,NA,NA,NA,344534.3430207852,380558.4074567438,8504048.175484039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10077_RP,RP,374.73465,0.661,Unknown,PPL,NA,NA,NA,40215834.14465031,23271106.734818205,33679899.918277144,14878029.328047927,12617311.001230985,16551015.290997852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10079_RP,RP,374.83051,0.664,Unknown,PPL,NA,NA,NA,158467.66453745007,750805.4963985414,629831.3478000874,570847.7881508612,839416.2894431899,840563.1079942797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10082_RP,RP,375.03757,0.808,Unknown,PPL,NA,NA,NA,27852130,11128360,25115796,15376930,8248730.000000001,17860842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10131_RP,RP,376.73169,0.662,Unknown,CatEx,701803.8078881234,851138.0143981035,12131.222615070188,NA,NA,NA,NA,NA,NA,146616.0044025368,155809.50944946246,3654168.8286941694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10131_RP,RP,376.73169,0.662,Unknown,PPL,NA,NA,NA,16926725.38032823,9653800.71361922,14048034.48045406,6393897.6104869405,5308372.324905843,7132971.324032459,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10133_RP,RP,376.84903,0.68,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,32902.96643716028,79319.44980994822,900269.6002093136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10133_RP,RP,376.84903,0.68,Unknown,PPL,NA,NA,NA,NA,NA,NA,132457.4925414382,914145.3399689592,320912.5916604622,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10166_RP,RP,378.72876,0.665,Unknown,PPL,NA,NA,NA,3883482.7456202186,2298229.7171668224,3322706.6698529734,1438518.738442753,1173869.9729785535,1629830.8695624024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10168_RP,RP,378.83237,0.692,Unknown,PPL,NA,NA,NA,376231.1917849849,54683.84916197801,315051.3386805008,168519.41794846547,174528.19127252878,461152.18497041386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10184_RP,RP,379.19409,1.805,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,93642.40437012428,72743.5875985493,75303.76359861322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10184_RP,RP,379.19409,1.805,Unknown,PPL,NA,NA,NA,3293209.0441861595,2781977.4845559997,3202744.295941977,75106.36801298236,75902.23983649908,128835.94738377973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10197_RP,RP,380.00516,4.913,Unknown,PPL,NA,NA,NA,143079.59749498224,181998.5396473528,122401.26680899264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10204_RP,RP,380.09537,7.718,Unknown,PPL,NA,NA,NA,NA,NA,NA,3591517.9496923047,3580743.1139983656,3749460.967206724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10227_RP,RP,380.80362,0.654,Unknown,CatEx,124084.14707199768,120551.50513287264,48497.592479598774,NA,NA,NA,NA,NA,NA,15854.453585647796,54387.0325469003,294633.6873412299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10227_RP,RP,380.80362,0.654,Unknown,PPL,NA,NA,NA,142664.17161307082,198227.0535338051,74046.20219082561,50766.31375137203,254262.84133418585,627664.0599687516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10235_RP,RP,381.13779,4.517,Unknown,PPL,NA,NA,NA,139801.5172088154,162220.15824732487,175096.57695248025,151645.7650335045,202231.489951849,278796.2991584125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10254_RP,RP,382.05728,9.111,Unknown,PPL,NA,NA,NA,10464277.523415532,9791629.685468577,10530816.15026232,9781487.374383343,9337290.655713648,10962223.52552582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10264_RP,RP,382.28024,6.12,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146356,272080,778506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10294_RP,RP,383.96161,0.695,Unknown,CatEx,103497.21590179668,60555.16018086444,60581.862567895965,NA,NA,NA,NA,NA,NA,29929.879477204264,111184.77791278868,149317.98894629482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10305_RP,RP,384.22302,2.358,Unknown,PPL,NA,NA,NA,3793101.8870103736,3307048.3152274885,3603630.966116499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10307_RP,RP,384.22342,4.142,Unknown,CatEx,55740.4787375406,83324.89914246999,116224.9744708088,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10307_RP,RP,384.22342,4.142,Unknown,PPL,NA,NA,NA,106487.50106328704,76521.38261529373,110751.12983252067,104447.99865377488,117518.96310380148,153267.67688791652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10310_RP,RP,384.29568,6.046,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,9783432,1114296,6424268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10310_RP,RP,384.29568,6.046,Unknown,PPL,NA,NA,NA,1645626,2283214,2291040,2474096,3631252,3689054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10323_RP,RP,385.12933,0.946,Unknown,PPL,NA,NA,NA,932680,1089378,814676,886868,1058570,803740,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10324_RP,RP,385.17886,10.481,Unknown,PPL,NA,NA,NA,NA,NA,NA,91748.37493577266,93247.49353603732,117618.7727682136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10326_RP,RP,385.20715,2.892,Unknown,PPL,NA,NA,NA,1985360.726905176,1824368.7615506465,2105478.287578928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10335_RP,RP,385.31763,4.618,Unknown,PPL,NA,NA,NA,1620532,1643028,1718246,760632,739468,733724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10350_RP,RP,386.23871,2.169,Unknown,PPL,NA,NA,NA,5875122,6612954,7372980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10352_RP,RP,386.2388,4.14,Unknown,PPL,NA,NA,NA,3013482,3545764,3851908,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10360_RP,RP,386.71432,0.667,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,404494.20997425105,29909.489524472257,591135.2559168553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10360_RP,RP,386.71432,0.667,Unknown,PPL,NA,NA,NA,5117216.013384537,2586870.9395878273,3995427.5558693153,1663791.350474409,1193535.153337043,1907340.6674906935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10365_RP,RP,386.87775,0.683,Unknown,PPL,NA,NA,NA,NA,NA,NA,32429.03445512949,422330.3962966452,47434.01683180574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10379_RP,RP,387.74991,0.667,Unknown,PPL,NA,NA,NA,649319.352137367,284902.3470801346,584676.5036851228,333479.559638189,411256.3749338161,113182.0802877571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10397_RP,RP,388.2179,1.91,Unknown,PPL,NA,NA,NA,1484659.5230648173,1431008.2856061491,1492388.395712974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10398_RP,RP,388.25415,2.801,Unknown,PPL,NA,NA,NA,128331760,128065768,137375776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10406_RP,RP,388.71149,0.663,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,839813.2408148696,48147.89541627599,1232384.3453258728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10406_RP,RP,388.71149,0.663,Unknown,PPL,NA,NA,NA,9003343.389842281,4942334.166540915,7307304.161051001,2998829.907669208,2269252.145234389,3536313.325008023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10407_RP,RP,388.80804,0.677,Unknown,PPL,NA,NA,NA,463213.45858328935,215822.16681034985,24271.220094690656,50908.14906084573,84527.51161726947,306336.72828068526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10416_RP,RP,389.13635,7.562,Unknown,PPL,NA,NA,NA,77347.10638837746,115615.00982152128,108862.77342651706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420_RP,RP,389.2511,6.055,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,7473242,1050506,5256132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10420_RP,RP,389.2511,6.055,Unknown,PPL,NA,NA,NA,1537968,919432,2136748,2364646,3362128,3612950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10445_RP,RP,390.70856,0.663,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,666474.4312663752,48314.40110647637,1009094.982512894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10445_RP,RP,390.70856,0.663,Unknown,PPL,NA,NA,NA,7311180.243069421,3948551.039489033,5820094.518527392,2571809.0827914625,1955217.8948966728,2858837.988350446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10447_RP,RP,390.85571,0.676,Unknown,PPL,NA,NA,NA,132671.69548923784,11872.697524190278,113690.73619650566,94453.97285598524,58290.20659541128,164708.00572164956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10451_RP,RP,391.01117,0.812,Unknown,PPL,NA,NA,NA,566834,272226,584606,614190,125732,328690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10486_RP,RP,392.20493,4.042,Unknown,PPL,NA,NA,NA,5150612,5558172,5768990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10493_RP,RP,392.70572,0.666,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,305683.9965432423,18436.28221928824,475545.085025783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10493_RP,RP,392.70572,0.666,Unknown,PPL,NA,NA,NA,3257165.1729245754,1765803.0623999587,2335312.8464720245,1132261.7403816858,843507.2294275198,1252221.3173813233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10498_RP,RP,393.05423,1.398,Unknown,CatEx,102111.41377205608,150404.53195122577,606979.5039540157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10499_RP,RP,393.06479,5.123,Unknown,PPL,NA,NA,NA,57600.77674549991,54209.22182889202,49642.359126898875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10508_RP,RP,393.20956,2.81,Unknown,PPL,NA,NA,NA,20269089.95064124,23317465.901125737,29453227.789764136,5922651.58260061,2410392.9876025477,9534053.748301214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10516_RP,RP,393.83923,0.688,Unknown,CatEx,722558.5848439705,806007.7398251009,127127.78795519008,NA,NA,NA,NA,NA,NA,156621.97982638876,287089.5936686808,1790976.9592923706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10529_RP,RP,394.20203,4.046,Unknown,PPL,NA,NA,NA,1638574,1730150,1767110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10537_RP,RP,394.69333,0.66,Unknown,PPL,NA,NA,NA,1190066.567474597,887429.1953897381,969537.1747891264,635861.9950908768,456267.223513705,327018.76411506877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10561_RP,RP,395.83618,0.687,Unknown,CatEx,492078.6542642117,520770.21616543207,104213.86297073933,NA,NA,NA,NA,NA,NA,139674.78109440417,169630.6882990663,1145657.854983144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10569_RP,RP,396.073,9.53,Unknown,PPL,NA,NA,NA,83972.90192755351,68995.14919064456,58620.569126834824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10584_RP,RP,396.69101,0.658,Unknown,PPL,NA,NA,NA,639940.0797399879,636519.6769162288,609805.2794454397,577319.7690789467,416180.33468505234,141556.2679759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10585_RP,RP,396.73642,0.655,Unknown,PPL,NA,NA,NA,3284120.87255979,1256420.3829774074,2802107.979723878,1171553.696785971,926550.1257278954,555095.7980905701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10586_RP,RP,396.76443,0.658,Unknown,CatEx,383275.21888843423,580207.6430695828,24750.31350761179,NA,NA,NA,NA,NA,NA,93086.53456750108,107635.39226962182,1092387.3032246954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10586_RP,RP,396.76443,0.658,Unknown,PPL,NA,NA,NA,825163.0476023023,163002.12596290867,1233669.5380828003,431410.4744663947,291564.3632958036,965971.347579262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10594_RP,RP,397.01987,0.901,Unknown,PPL,NA,NA,NA,4524069.455527587,902332.026035502,2892920.645364916,289628.8938386508,513445.95948489767,834339.5091463153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10596_RP,RP,397.08502,7.718,Unknown,PPL,NA,NA,NA,186350.6540876457,185540.709152896,196089.75200022737,284949.5205193756,279367.06064292043,305167.4612149095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10612_RP,RP,397.84021,0.675,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,14922.122461896884,27247.81160721114,190482.37743646745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10612_RP,RP,397.84021,0.675,Unknown,PPL,NA,NA,NA,NA,NA,NA,26538.697485221743,211727.7592779809,301073.7772677439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10631_RP,RP,398.73322,0.66,Unknown,PPL,NA,NA,NA,2824831.7048966996,1045208.8816884644,2412842.530873152,1335590.4038190534,1143949.0017527852,606243.7369165546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10632_RP,RP,398.76147,0.654,Unknown,CatEx,667842.703182544,1082927.4375162446,71929.08717777979,NA,NA,NA,NA,NA,NA,104369.22267986769,197694.1364756648,1845774.696137216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10632_RP,RP,398.76147,0.654,Unknown,PPL,NA,NA,NA,2085054.647363667,66487.57374860162,1573977.915965191,612945.4615173406,430685.1969765448,1459680.025586923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10663_RP,RP,400.21808,4.241,Unknown,PPL,NA,NA,NA,326138.9905777228,279473.66688883665,346841.9161135306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10671_RP,RP,400.80115,0.659,Unknown,PPL,NA,NA,NA,19576.944685074388,126377.12614760398,16924.637633704984,18089.365478002805,231808.1768706973,561406.8421250776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10677_RP,RP,401.12399,0.913,Unknown,PPL,NA,NA,NA,530942,700058,456588,630932,593416,529786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10679_RP,RP,401.23849,2.331,Unknown,PPL,NA,NA,NA,1465740.684685585,1482492.3288247492,1614026.3936752798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10687_RP,RP,401.75443,0.683,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,27097.908612304986,19711.619281185336,151442.5673093938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10687_RP,RP,401.75443,0.683,Unknown,PPL,NA,NA,NA,240250.9258790956,138314.12047800046,130945.10616656824,1084224.8624176646,1149315.2319825084,201830.98584307832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10698_RP,RP,402.23358,2.89,Unknown,PPL,NA,NA,NA,28765064,27611610,29559770,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10703_RP,RP,402.27026,4.116,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,442166,209166,232414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10703_RP,RP,402.27026,4.116,Unknown,PPL,NA,NA,NA,5236828,5933618,7083488,2210256,2589068,3197922,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10707_RP,RP,402.68494,0.656,Unknown,PPL,NA,NA,NA,843815.2768342171,365267.8179919088,698890.1963129435,295992.4124712565,534823.2824119122,208238.21958278312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10709_RP,RP,402.7981,0.661,Unknown,PPL,NA,NA,NA,26537.800980196833,505314.44513895706,52474.89373590428,133517.0857357417,501795.4265651192,885648.596958929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10744_RP,RP,404.24933,2.136,Unknown,PPL,NA,NA,NA,2420458,2961868,2969676,483230,592914,802582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10751_RP,RP,404.68237,0.657,Unknown,PPL,NA,NA,NA,1048338.3404823795,353992.4962490164,1089054.8045606003,325675.3246320381,579547.1766288099,417260.9474105526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10753_RP,RP,404.79352,0.658,Unknown,PPL,NA,NA,NA,139904.55682608802,321083.05276698794,155881.8745564161,184284.5913804707,456553.9078507604,408045.473965865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10766_RP,RP,405.13562,4.237,Unknown,PPL,NA,NA,NA,379871.75035716937,387493.7910717504,436619.55003650073,383116.0154898939,437811.6244139403,430044.6650510225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10773_RP,RP,405.75046,0.659,Unknown,PPL,NA,NA,NA,520312.2623881464,242968.27839061985,377350.0659357821,218255.935839457,272378.56110906636,89152.86611454743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10795_RP,RP,406.70471,0.659,Unknown,PPL,NA,NA,NA,6044821.206936418,2388701.168663188,4152112.4685880784,1565765.273227729,1588938.837039387,2012784.5718582128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10797_RP,RP,406.83676,0.662,Unknown,PPL,NA,NA,NA,124187.6109604403,35424.033121112036,80659.09978530344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10804_RP,RP,407.18875,2.892,Unknown,PPL,NA,NA,NA,2822799.4939501495,2097686.6935247835,2678877.6297518574,673742.9186065733,794627.9511675144,1043174.0196395972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10805_RP,RP,407.20306,0.91,Unknown,PPL,NA,NA,NA,1203363.0260470945,1345902.5521048086,1265251.2002315165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10812_RP,RP,407.74738,0.662,Unknown,PPL,NA,NA,NA,1104910.4436155276,483517.82783504535,844056.3782999822,337254.5685945338,468632.19200360554,272841.4741838427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10834_RP,RP,408.70178,0.658,Unknown,PPL,NA,NA,NA,14227590.914373562,5763603.117377283,10664805.501098877,3763068.352447422,3461343.638159832,4991900.915864731,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10856_RP,RP,409.78607,0.68,Unknown,CatEx,26163.6535097703,105775.5982039129,51566.977427480175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10856_RP,RP,409.78607,0.68,Unknown,PPL,NA,NA,NA,73383.25109847292,28439.061901435303,99317.56981498469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10883_RP,RP,410.69882,0.659,Unknown,PPL,NA,NA,NA,14630678.894869495,5820559.566380441,10768555.598225117,4073665.0342210424,3683574.0553731113,5053556.018462339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10884_RP,RP,410.76639,0.65,Unknown,PPL,NA,NA,NA,250547.5530950423,99109.43515196216,339427.19708119426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10903_RP,RP,411.88705,0.688,Unknown,PPL,NA,NA,NA,141944.59463904574,94605.15161900576,124209.31939876157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10927_RP,RP,412.69595,0.66,Unknown,PPL,NA,NA,NA,8929025.430509508,3404022.5567613165,6456413.441299653,2405318.267336478,2233656.6443529376,2865248.969741002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10954_RP,RP,414.1915,7.116,Unknown,PPL,NA,NA,NA,483600.2364607803,441616.1837468657,457467.72332374554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10965_RP,RP,414.69308,0.662,Unknown,PPL,NA,NA,NA,3240962.3271434777,1160849.6102324682,2531004.729564544,1656525.5685706136,1256287.1693369432,1125007.3092154353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10969_RP,RP,414.83936,0.689,Unknown,CatEx,944252.4341058728,187140.68081681256,59809.875674209674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10969_RP,RP,414.83936,0.689,Unknown,PPL,NA,NA,NA,48198.057007594725,176183.77030062943,22811.150708605393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10981_RP,RP,415.25403,3.639,Unknown,PPL,NA,NA,NA,10808083.614410566,10915019.339869857,12579650.163438402,1704075.6287542009,1897893.1490534216,2388684.310987714,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10983_RP,RP,415.73096,0.679,Unknown,PPL,NA,NA,NA,NA,NA,NA,255876.8577573381,242627.0976857635,41815.03898793905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10992_RP,RP,416.2493,4.171,Unknown,CatEx,NA,NA,NA,NA,NA,NA,NA,NA,NA,536322,288508,426404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10992_RP,RP,416.2493,4.171,Unknown,PPL,NA,NA,NA,2168422,2172844,2749852,251616.00000000003,325648,332504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10997_RP,RP,416.28552,2.804,Unknown,PPL,NA,NA,NA,18937840,22396952,23957206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10998_RP,RP,416.30106,11.03,Unknown,PPL,NA,NA,NA,240084.0136943991,242963.60225925935,206728.7909268353,225536.02046353565,227688.79597991344,293483.53507580655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11001_RP,RP,416.68753,0.672,Unknown,PPL,NA,NA,NA,2160116.9114015317,3644458.710020251,2169616.8721921383,2957902.673579226,1863122.8268901475,951825.8649177636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11002_RP,RP,416.73355,0.664,Unknown,PPL,NA,NA,NA,3135890.488683728,951775.100975252,2517884.7894060793,1054990.1021590857,810974.2453530248,414891.1828552357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11004_RP,RP,416.84726,0.707,Unknown,CatEx,517063.6983560939,45830.77522335955,18296.19857228767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
